Title,Link,Views,Upload Date,Duration
Daniel Kraft: How COVID-19 transformed the future of medicine | TED,https://www.youtube.com/watch?v=t6XLYx4se-Q&pp=0gcJCX4JAYcqIYzv,59K views,3 years ago,
Yuko Munakata: The science behind how parents affect child development | TED,https://www.youtube.com/watch?v=evw0h1kg-j4,480K views,3 years ago,
Nadya Bartol: Better cybersecurity starts with honesty and accountability | TED,https://www.youtube.com/watch?v=PzJLO-OsEJo,36K views,3 years ago,
"Simon Sinek: How to discover your ""why"" in difficult times | TED",https://www.youtube.com/watch?v=iFkCMeEhs0Y&pp=0gcJCX4JAYcqIYzv,452K views,3 years ago,
"Anu Puusa: The case for co-ops, the invisible giant of the economy | TED",https://www.youtube.com/watch?v=4nCJRrNTlus,47K views,3 years ago,
Brittany Young: How dirt bikes and STEM ignite ingenuity in Baltimore | TED Fellows,https://www.youtube.com/watch?v=SNJQGT0EiZY,35K views,3 years ago,
Khalil Ramadi: Electronic pills that could transform how we treat disease | TED Fellows,https://www.youtube.com/watch?v=tTufiinVoIc,40K views,3 years ago,
Katie Mack: The death of the universe -- and what it means for life | TED Fellows,https://www.youtube.com/watch?v=BGNN7hK1rfA,73K views,3 years ago,
"The ""crime"" of living while Black | Baratunde Thurston",https://www.youtube.com/watch?v=vI3vEdhMnNY,61K views,3 years ago,
Dominic Price: What's your happiness score? | TED,https://www.youtube.com/watch?v=ejQsLQvfnX4,90K views,3 years ago,
The Future of Flying Is Electrifying | Cory Combs | TED Countdown,https://www.youtube.com/watch?v=CDV0i660brM,74K views,3 years ago,
Marcos Aguiar: 7 tools for building a business people trust | TED,https://www.youtube.com/watch?v=lJUrQKY_A5g,44K views,3 years ago,
Why every student deserves a champion | Rita Pierson,https://www.youtube.com/watch?v=F23ak31YnTI,205K views,3 years ago,
"Rumaitha Al Busaidi: Women and girls, you are part of the climate solution | TED Countdown",https://www.youtube.com/watch?v=EgFJ1lu2kR8,45K views,3 years ago,
Why corporate diversity programs fail -- and how small tweaks can have big impact | Joan C. Williams,https://www.youtube.com/watch?v=6pSoGKc-U7w,46K views,3 years ago,
Adam Grant: What frogs in hot water can teach us about thinking again | TED,https://www.youtube.com/watch?v=CIlgTBmiov0,269K views,3 years ago,
Tai Simpson: The intergenerational wisdom woven into Indigenous stories | TED,https://www.youtube.com/watch?v=6oTCEkUAwSI,47K views,3 years ago,
The keys to a great conversation | Celeste Headlee,https://www.youtube.com/watch?v=bfGQpe6FQcw&pp=0gcJCX4JAYcqIYzv,233K views,3 years ago,
"Daniel J. Watts: To accomplish great things, you need to ""let the paint dry"" | TED",https://www.youtube.com/watch?v=Kv_z5asgn7Y,115K views,3 years ago,
John Marshall: 3 strategies for effectively talking about climate change | TED Countdown,https://www.youtube.com/watch?v=pmvJQ_JChiw,55K views,3 years ago,
Steven Allison: Earth's original inhabitants -- and their role in combating climate change | TED,https://www.youtube.com/watch?v=NO_XHEBJXOY,51K views,3 years ago,
The strongest predictor for success | Angela Lee Duckworth,https://www.youtube.com/watch?v=GfF2e0vyGM4,639K views,3 years ago,
How Your Memory Works -- and Why Forgetting Is Totally OK | Lisa Genova | TED,https://www.youtube.com/watch?v=Irx0tC92fdE,308K views,3 years ago,
Can we learn to talk to sperm whales? | David Gruber | TED,https://www.youtube.com/watch?v=Qm02X0aE8uU,77K views,3 years ago,
Nomava Zanazo: 4 myths and misunderstandings about doing business in Africa | TED,https://www.youtube.com/watch?v=Axh07mJ9Ag4,37K views,3 years ago,
Kalika Bali: The giant leaps in language technology -- and who's left behind | TED,https://www.youtube.com/watch?v=Mkelhs_OVMc,54K views,3 years ago,
"Megan McArthur: A NASA astronaut's lessons on fear, confidence and preparing for spaceflight | TED",https://www.youtube.com/watch?v=g4xGbbDACDw,79K views,3 years ago,
"Kate Lister: An honest history of an ancient and ""nasty"" word | TED",https://www.youtube.com/watch?v=CpzjPnDW1G4&pp=0gcJCX4JAYcqIYzv,43K views,3 years ago,
How we can curb climate change by spending two percent more on everything | Jens Burchardt,https://www.youtube.com/watch?v=lR_WNPGVENU,38K views,3 years ago,
"Esther Perel: The routines, rituals and boundaries we need in stressful times | TED",https://www.youtube.com/watch?v=wLF7ocNYpR8,140K views,3 years ago,
US politics isn't broken. It's fixed | Katherine M. Gehl,https://www.youtube.com/watch?v=TlapbFzl_ZU,67K views,3 years ago,
The exploitation of US college athletes | Tim Nevius,https://www.youtube.com/watch?v=Z7v8x69AtwY,45K views,3 years ago,
Language around gender and identity evolves (and always has) | Archie Crowley,https://www.youtube.com/watch?v=XguYZXUChhY,111K views,4 years ago,
The seeds of change helping African farmers grow out of poverty | Andrew Youn,https://www.youtube.com/watch?v=IXZkhs45Vzg,41K views,4 years ago,
An election system that puts voters (not politicians) first | Amber McReynolds,https://www.youtube.com/watch?v=cObfUxZWn9s,57K views,4 years ago,
Why I photograph the quiet moments of grief and loss | Caroline Catlin,https://www.youtube.com/watch?v=P0uu6_Dm2CI,49K views,4 years ago,
"Possible futures from the intersection of nature, tech and society | Natsai Audrey Chieza",https://www.youtube.com/watch?v=oIzinzHQcWg,41K views,4 years ago,
Online learning could change academia -- for good | Tyler Dewitt,https://www.youtube.com/watch?v=aGiIIGjlHg0,104K views,4 years ago,
Julia Dhar: How to have constructive conversations | TED,https://www.youtube.com/watch?v=BFZtNN6eNvQ,327K views,4 years ago,
"How synthetic biology can improve our health, food and materials | Emily Leproust",https://www.youtube.com/watch?v=bjhvoNlTn60,43K views,4 years ago,
"Patty McCord: 4 lessons the pandemic taught us about work, life and balance | TED",https://www.youtube.com/watch?v=yuy9yQlFZAU,154K views,4 years ago,
What is deep tech? A look at how it could shape the future | Antoine Gourévitch,https://www.youtube.com/watch?v=jLd0AqSxIyk,67K views,4 years ago,
His Holiness Pope Francis | Our moral imperative to act on climate change [English],https://www.youtube.com/watch?v=5aeEJotxI-U&pp=0gcJCX4JAYcqIYzv,91K views,4 years ago,
What if mental health workers responded to emergency calls? | Leslie Herod,https://www.youtube.com/watch?v=q5gfclBZ2xY,47K views,4 years ago,
"Love, sorrow and the emotions that power climate action | Knut Ivar Bjørlykhaug",https://www.youtube.com/watch?v=0Pl44w0iYc4,43K views,4 years ago,
Michael Levin: The electrical blueprints that orchestrate life | TED,https://www.youtube.com/watch?v=XheAMrS8Q1c,519K views,4 years ago,
"The myth of bringing your full, authentic self to work | Jodi-Ann Burey",https://www.youtube.com/watch?v=bqQJv4bvrPI,84K views,4 years ago,
My mother's final wish -- and the right to die with dignity | Elaine Fong,https://www.youtube.com/watch?v=XmLTSkD28AE,83K views,4 years ago,
Betty Hart: How compassion could save your strained relationships | TED,https://www.youtube.com/watch?v=5bwV80fTLlQ,97K views,4 years ago,
How video game skills can get you ahead in life | William Collis,https://www.youtube.com/watch?v=ylS-6UK9FhQ,123K views,4 years ago,
The value of your humanity in an automated future | Kevin Roose,https://www.youtube.com/watch?v=E6VpcV23mi8,52K views,4 years ago,
The people who caused the climate crisis aren't the ones who will solve it | Angela Mahecha Adrar,https://www.youtube.com/watch?v=-SpQiR5BKag,39K views,4 years ago,
Bill Gates: The innovations we need to avoid a climate disaster | TED Countdown,https://www.youtube.com/watch?v=rhNxDp8e7p8&pp=0gcJCX4JAYcqIYzv,395K views,4 years ago,
Why there's no such thing as objective reality | Greg Anderson,https://www.youtube.com/watch?v=pGJjScfG8h4,116K views,4 years ago,
"Sarah Kurnick: ""Aliens built the pyramids"" and other absurdities of pseudo-archaeology | TED",https://www.youtube.com/watch?v=W59CV66z9lQ,408K views,4 years ago,
Meditations on the intersection of humanity and technology | Olivia Arthur,https://www.youtube.com/watch?v=m9jnEfTscYI,50K views,4 years ago,
"How theater weathers wars, outlasts empires and survives pandemics | Cara Greene Epstein",https://www.youtube.com/watch?v=b5Jy8WvQXPA,28K views,4 years ago,
Max Hawkins: I let algorithms randomize my life for two years | TED,https://www.youtube.com/watch?v=eKkI6-HeWXo,242K views,4 years ago,
The hidden history found in your teeth | Carolyn Freiwald,https://www.youtube.com/watch?v=OcMQ1-P6RdM,82K views,4 years ago,
The promise of quantum computers | Matt Langione,https://www.youtube.com/watch?v=DUg9GvRHQk0,85K views,4 years ago,
How to get everyone to care about a green economy | Angela Francis,https://www.youtube.com/watch?v=slbfAfEvnQ0&pp=0gcJCX4JAYcqIYzv,63K views,4 years ago,
How bad data keeps us from good AI | Mainak Mazumdar,https://www.youtube.com/watch?v=WSteyxgQqRc,48K views,4 years ago,
A concrete idea to reduce CO2 emissions | Karen Scrivener,https://www.youtube.com/watch?v=f9618uQlZmc,65K views,4 years ago,
10 steps to boost your financial health -- that you can do in a day | Your Money and Your Mind,https://www.youtube.com/watch?v=NmV5UIdIsQI,347K views,4 years ago,
Why talking to your friends can help you save money | Your Money and Your Mind,https://www.youtube.com/watch?v=uyvcUVNOqeQ,93K views,4 years ago,
3 sneaky tactics that websites use to make you spend | Your Money and Your Mind,https://www.youtube.com/watch?v=Vvvb6mvu7Ls,145K views,4 years ago,
A simple 2-step plan for saving more money | Your Money and Your Mind,https://www.youtube.com/watch?v=j-Mys_05D78,139K views,4 years ago,
How vulnerability makes you a better leader | Tracy Young,https://www.youtube.com/watch?v=uOvK8roYVUU,70K views,4 years ago,
Technology can't fix inequality -- but training and opportunities could | 'Gbenga Sesan,https://www.youtube.com/watch?v=C_WItyb1g50,31K views,4 years ago,
My journey mapping the uncharted world | Tawanda Kanhema,https://www.youtube.com/watch?v=83R0ZaRKF90,49K views,4 years ago,
3 ways to upgrade democracy for the 21st century | Max Rashbrooke,https://www.youtube.com/watch?v=bGQijadRjXo&pp=0gcJCX4JAYcqIYzv,61K views,4 years ago,
How technology changes our sense of right and wrong | Juan Enriquez,https://www.youtube.com/watch?v=7YoLMG2qja4,116K views,4 years ago,
"TikTok, Instagram, Snapchat -- and the rise of bite-sized content | Qiuqing Tai",https://www.youtube.com/watch?v=hH-RcJjt-YI,82K views,4 years ago,
How a geospatial nervous system could help us design a better future | Jack Dangermond,https://www.youtube.com/watch?v=XXm4gx0EdlU,47K views,4 years ago,
The US is back in the Paris Agreement. What’s next? | John Kerry and Al Gore,https://www.youtube.com/watch?v=Lz9CQ2zKt3M,88K views,4 years ago,
"R. Alan Brooks: When the world is burning, is art a waste of time? | TED",https://www.youtube.com/watch?v=_KErn-uHGyM,61K views,4 years ago,
How to avoid catching prickly emotions from other people | Jessica Garza,https://www.youtube.com/watch?v=Lu1UamHgIbI&pp=0gcJCX4JAYcqIYzv,94K views,4 years ago,
A stealthy reimagining of urban public space | Elizabeth Diller,https://www.youtube.com/watch?v=qZjr2CIEflc,85K views,4 years ago,
Nora Flanagan: What COVID-19 revealed about US schools -- and 4 ways to rethink education | TED,https://www.youtube.com/watch?v=2LC4YFenynI,112K views,4 years ago,
The joy of shopping -- and how to recapture it online | Nimisha Jain,https://www.youtube.com/watch?v=D6uELr0j05g,40K views,4 years ago,
Community-powered solutions to the climate crisis | Rahwa Ghirmatzion and Zelalem Adefris,https://www.youtube.com/watch?v=dcKat_U-Cww&pp=0gcJCX4JAYcqIYzv,27K views,4 years ago,
Karen Eber: How your brain responds to stories -- and why they're crucial for leaders | TED,https://www.youtube.com/watch?v=uJfGby1C3C4,221K views,4 years ago,
How a strong creative industry helps economies thrive | Mehret Mandefro,https://www.youtube.com/watch?v=2aKYl_2KLI8,59K views,4 years ago,
4 tips to kickstart honest conversations at work | Betsy Kauffman,https://www.youtube.com/watch?v=8NNazV_75B4,69K views,4 years ago,
The shadow pandemic of domestic violence during COVID-19 | Kemi DaSilvaIbru,https://www.youtube.com/watch?v=PGdID_ICFII,24K views,4 years ago,
Humanity's planet-shaping powers -- and what they mean for the future | Achim Steiner,https://www.youtube.com/watch?v=FJspeMI5ICc,38K views,4 years ago,
Pay off your credit cards faster with these 4 easy changes | Your Money and Your Mind,https://www.youtube.com/watch?v=QqABUDCiIVI,104K views,4 years ago,
Can't stick to a budget? Try these tweaks instead | Your Money and Your Mind,https://www.youtube.com/watch?v=_7J1JVCxWJM&pp=0gcJCX4JAYcqIYzv,119K views,4 years ago,
The money talk that every couple needs to have | Your Money and Your Mind,https://www.youtube.com/watch?v=Zu1kaPLt66E,249K views,4 years ago,
Why we make bad financial choices -- even when we know better | Your Money and Your Mind,https://www.youtube.com/watch?v=caGlzR9F2zI,308K views,4 years ago,
6 essential lessons for women leaders | Julia Gillard and Ngozi Okonjo-Iweala,https://www.youtube.com/watch?v=xg5uD-D1QvY&pp=0gcJCX4JAYcqIYzv,56K views,4 years ago,
How carbon capture networks could help curb climate change | Bas Sudmeijer,https://www.youtube.com/watch?v=G83MDe_-QNc,55K views,4 years ago,
How AI can help shatter barriers to equality | Jamila Gordon,https://www.youtube.com/watch?v=KNsnZDEk7pY,43K views,4 years ago,
Christine Carter: The 1-minute secret to forming a new habit | TED,https://www.youtube.com/watch?v=EvGkSEuWtaI,206K views,4 years ago,
The 15-minute city | Carlos Moreno,https://www.youtube.com/watch?v=TQ2f4sJVXAI,130K views,4 years ago,
Renee Montgomery: How to turn moments into momentum | TED,https://www.youtube.com/watch?v=0kSjaP1Xi1U,72K views,4 years ago,
Niro Sivanathan: The counterintuitive way to be more persuasive | TED,https://www.youtube.com/watch?v=hK8kk_3WA7w&pp=0gcJCX4JAYcqIYzv,180K views,4 years ago,
Amanda Gorman: Using your voice is a political choice | TED,https://www.youtube.com/watch?v=zaZBgqfEa1E&pp=0gcJCX4JAYcqIYzv,419K views,4 years ago,
3 ways companies can support grieving employees | Tilak Mandadi,https://www.youtube.com/watch?v=n5QmIQsw-Lg,35K views,4 years ago,
A strategy for supporting and listening to others | Jeremy Brewer,https://www.youtube.com/watch?v=295sVZZf9CI,78K views,4 years ago,
6 big ethical questions about the future of AI | Genevieve Bell,https://www.youtube.com/watch?v=UGHzKaAOOcA,99K views,4 years ago,
Sakinah Hofler: How creative writing can help you through life's hardest moments | TED,https://www.youtube.com/watch?v=uAXG0tb1Zxw,111K views,4 years ago,
Mike O'Sullivan: The end of globalization (and the beginning of something new) | TED,https://www.youtube.com/watch?v=zY0U0O6VsOA,785K views,4 years ago,
"Financial inclusion, the digital divide and other thoughts on the future of money | Ajay Banga",https://www.youtube.com/watch?v=znwzw7kkmEo,48K views,4 years ago,
"""TRY"" | Madison McFerrin",https://www.youtube.com/watch?v=XZ4vxGOGNOM,61K views,4 years ago,
Who counts as a speaker of a language? | Anna Babel,https://www.youtube.com/watch?v=j9f4kv2sJCk,71K views,4 years ago,
How to be an upstander instead of a bystander | Angélique Parisot-Potter,https://www.youtube.com/watch?v=vGHVVcj8V0E,78K views,4 years ago,
Billy Samuel Mwape: An innovative way to support children with special needs | TED,https://www.youtube.com/watch?v=cecPAcEYId0,49K views,4 years ago,
How we could make carbon-negative concrete | Tom Schuler,https://www.youtube.com/watch?v=czLeGETRMAA,70K views,4 years ago,
The legacy of matriarchs in the Yukon First Nations | Kluane Adamek,https://www.youtube.com/watch?v=1H0tQZSd-vU&pp=0gcJCX4JAYcqIYzv,33K views,4 years ago,
It takes a community to eradicate hate | Wale Elegbede,https://www.youtube.com/watch?v=BkzGqD_xbGY,49K views,4 years ago,
The joy of taking out the trash | Aparna Nancherla,https://www.youtube.com/watch?v=0CVn-Rdnexw,86K views,4 years ago,
Inside the massive (and unregulated) world of surveillance tech | Sharon Weinberger,https://www.youtube.com/watch?v=ZcrnN-A2c60,123K views,4 years ago,
How to foster true diversity and inclusion at work (and in your community) | Rosalind G. Brewer,https://www.youtube.com/watch?v=klXVQsbhFsE,69K views,4 years ago,
Why monkeys (and humans) are wired for fairness | Sarah Brosnan,https://www.youtube.com/watch?v=dKob6b8QzkU,78K views,4 years ago,
A stellar history of modern astronomy | Emily Levesque,https://www.youtube.com/watch?v=TST0CsV8LHI,89K views,4 years ago,
An aerialist on listening to your body's signals | Adie Delaney,https://www.youtube.com/watch?v=2hCUq6ScWME,53K views,4 years ago,
A playful exploration of gender performance | Jo Michael Rezes,https://www.youtube.com/watch?v=BcOey28XXIw,33K views,4 years ago,
Could we treat spinal cord injuries with asparagus? | Andrew Pelling,https://www.youtube.com/watch?v=IeajljTsrOc,77K views,4 years ago,
How quinoa can help combat hunger and malnutrition | Cedric Habiyaremye,https://www.youtube.com/watch?v=VnR5H7YSk1k,44K views,4 years ago,
A magical mantra for nurturing a blissful life | JayaShri Maathaa,https://www.youtube.com/watch?v=cFwbA6Zi7w4,47K views,4 years ago,
What it takes to crush a pandemic | Johanna Benesty,https://www.youtube.com/watch?v=3SQUXasUQOA,49K views,4 years ago,
The mood-boosting power of crying | Kathy Mendias,https://www.youtube.com/watch?v=MqtffzWvzOQ,50K views,4 years ago,
Fossil fuel companies know how to stop global warming. Why don't they? | Myles Allen,https://www.youtube.com/watch?v=dZtnOnqcDN4,93K views,4 years ago,
"To future generations of women, you are the roots of change | Gloria Steinem",https://www.youtube.com/watch?v=oDtolKlL7jE,62K views,4 years ago,
María Teresa Kumar: How the new generation of Latinx voters could change US elections | TED,https://www.youtube.com/watch?v=lWaZzww6Tlc,12K views,4 years ago,
How COVID-19 human challenge trials work -- and why I volunteered | Sophie Rose,https://www.youtube.com/watch?v=vR4RGzUpOQw,48K views,4 years ago,
The city planting a million trees in two years | Yvonne Aki-Sawyerr,https://www.youtube.com/watch?v=OPfVCUGxyHs,47K views,4 years ago,
"How to come out at work, about anything | The Way We Work, a TED series",https://www.youtube.com/watch?v=3PmqknYmY9Q,162K views,4 years ago,
"How we can use the hiring process to bring out the best in people | The Way We Work, a TED series",https://www.youtube.com/watch?v=6UiU99_tE7I,96K views,4 years ago,
"How reverse mentorship can help create better leaders | The Way We Work, a TED series",https://www.youtube.com/watch?v=NMVgg6zuiB0&pp=0gcJCX4JAYcqIYzv,95K views,4 years ago,
"How working couples can best support each other | The Way We Work, a TED series",https://www.youtube.com/watch?v=VU44eEKtcmQ,90K views,4 years ago,
I stepped out of grief -- by dancing with fire | Danielle Torley,https://www.youtube.com/watch?v=k3clwllhdlg,44K views,4 years ago,
"Erika Cheung: Theranos, whistleblowing and speaking truth to power | TED",https://www.youtube.com/watch?v=vMQlj9TZQfE,1.1M views,4 years ago,
If trees could speak | Elif  Shafak,https://www.youtube.com/watch?v=xiwIvp7aKRk,97K views,4 years ago,
How to be fearless in the face of authoritarianism | Sviatlana Tsikhanouskaya,https://www.youtube.com/watch?v=EKBpF2bzpNs,108K views,4 years ago,
What crows teach us about death | Kaeli Swift,https://www.youtube.com/watch?v=IcaDZK1Njb0,90K views,4 years ago,
How to foster productive and responsible debate | Ishan Bhabha,https://www.youtube.com/watch?v=1Mwki3RIybU,45K views,4 years ago,
Kids are speaking up for the environment. Let's listen | Olafur Eliasson,https://www.youtube.com/watch?v=N4tP-OCG6jU,40K views,4 years ago,
How to decarbonize the grid and electrify everything | John Doerr and Hal Harvey,https://www.youtube.com/watch?v=d4Cy16uOdLM,139K views,4 years ago,
The power of venom -- and how it could one day save your life | Mandë Holford,https://www.youtube.com/watch?v=5LRhKegPCRY&pp=0gcJCX4JAYcqIYzv,38K views,4 years ago,
Climate change is becoming a problem you can taste | Amanda Little,https://www.youtube.com/watch?v=7ErKuXByRto,99K views,4 years ago,
"""Shadow"" | Kesha",https://www.youtube.com/watch?v=SHY4KH4PK7Y,663K views,4 years ago,
How India could pull off the world's most ambitious energy transition | Varun Sivaram,https://www.youtube.com/watch?v=Pgq_CODucg0,101K views,4 years ago,
Why children stay silent following sexual violence | Kristin Jones,https://www.youtube.com/watch?v=4fhS8LF5nAo,92K views,4 years ago,
How to reduce the wealth gap between Black and white Americans | Kedra Newsom Reeves,https://www.youtube.com/watch?v=j-6zwv31qjg,55K views,4 years ago,
"To save the climate, we have to reimagine capitalism | Rebecca Henderson",https://www.youtube.com/watch?v=fua_rUk0zk0,87K views,4 years ago,
"How businesses can serve everyone, not just shareholders | Dame Vivian Hunt",https://www.youtube.com/watch?v=RszqjNDCBX0,45K views,4 years ago,
The energy Africa needs to develop -- and fight climate change | Rose M. Mutiso,https://www.youtube.com/watch?v=-Hmn5Gmn2dw,49K views,4 years ago,
"""Fight For You"" | Raye Zaragoza",https://www.youtube.com/watch?v=lB3GWXStnzA,50K views,4 years ago,
Racism thrives on silence -- speak up! | Dexter Dias,https://www.youtube.com/watch?v=peLzj80-7VY,35K views,4 years ago,
Lessons on leaving the world better than you found it | Sophie Howe,https://www.youtube.com/watch?v=RJEJl6SKM4s,55K views,4 years ago,
24 hours on Earth -- in one image | Stephen Wilkes,https://www.youtube.com/watch?v=0ITuQcoLXeE,103K views,4 years ago,
The radical act of choosing common ground | Nisha Anand,https://www.youtube.com/watch?v=XZfKdlIRqYk,70K views,4 years ago,
"How your unique story can get you hired | The Way We Work, a TED series",https://www.youtube.com/watch?v=wY7Tn-JW9No,131K views,4 years ago,
"The secret to being a successful freelancer | The Way We Work, a TED series",https://www.youtube.com/watch?v=-UV3xm9pZ0g,245K views,4 years ago,
"3 steps to stop remote work burnout | The Way We Work, a TED series",https://www.youtube.com/watch?v=PZr142ka96k,247K views,4 years ago,
"How to lead in a crisis | The Way We Work, a TED series",https://www.youtube.com/watch?v=Cxf_SRCcaGo,324K views,4 years ago,
The lie that invented racism | John Biewen,https://www.youtube.com/watch?v=oIZDtqWX6Fk,1.1M views,4 years ago,
The state of the climate crisis | Climate Action Tracker,https://www.youtube.com/watch?v=k1oPVp63eNk,219K views,4 years ago,
The case for stubborn optimism on climate | Christiana Figueres,https://www.youtube.com/watch?v=KVVW5eGiETI,52K views,4 years ago,
What kids can teach adults about asking for help | YeYoon Kim,https://www.youtube.com/watch?v=EG6QA47rMNg,39K views,4 years ago,
Why we must confront the painful parts of US history | Hasan Kwame Jeffries,https://www.youtube.com/watch?v=UL95OYBRbOc,70K views,4 years ago,
"An illustrated kingdom of real, fantastical plants | Nirupa Rao",https://www.youtube.com/watch?v=fkFkm_ymego,45K views,4 years ago,
Civilization on the Moon -- and what it means for life on Earth | Jessy Kate Schingler,https://www.youtube.com/watch?v=IqcuV11xp0U,57K views,4 years ago,
What if a US presidential candidate refuses to concede after an election? | Van Jones,https://www.youtube.com/watch?v=WZWRhLW7Y8w,4.9M views,4 years ago,
How to be a good ancestor | Roman Krznaric,https://www.youtube.com/watch?v=61hRq0D8Zcs,57K views,4 years ago,
A global movement to solve global problems | Colombe Cahen-Salvador,https://www.youtube.com/watch?v=v6mknkg7MEc,46K views,4 years ago,
On time and water | Andri Snær Magnason,https://www.youtube.com/watch?v=hdvYezsK70A,51K views,4 years ago,
How humanity can reach the stars | Philip Lubin,https://www.youtube.com/watch?v=gN2DWyJTUnY,45K views,4 years ago,
Apple's promise to be carbon neutral by 2030 | Lisa Jackson and Liz Ogbu,https://www.youtube.com/watch?v=ixBgCWLVvE8,42K views,4 years ago,
"Xiye Bastida: If you adults won't save the world, we will | TED",https://www.youtube.com/watch?v=KWkIgCnUWvY&pp=0gcJCX4JAYcqIYzv,71K views,4 years ago,
Secrets of the mind and free will -- revealed by magic tricks | Alice Pailhès,https://www.youtube.com/watch?v=6YvyjLMfWJs,74K views,4 years ago,
"The ancient, earth-friendly wisdom of Mongolian nomads | Khulan Batkhuyag",https://www.youtube.com/watch?v=heY_8JJHBIE,96K views,4 years ago,
Amazon's climate pledge to be net-zero by 2040 | Dave Clark and Kara Hurst,https://www.youtube.com/watch?v=0IclmsaP-CU,18K views,4 years ago,
The race to a zero-emission world starts now | António Guterres,https://www.youtube.com/watch?v=a-_FuwTkFhI,52K views,4 years ago,
The global movement to restore nature's biodiversity | Thomas Crowther,https://www.youtube.com/watch?v=yJX1Te0jey0,331K views,4 years ago,
Make your actions on climate reflect your words | Severn Cullis-Suzuki,https://www.youtube.com/watch?v=FQDniBcyntc,66K views,4 years ago,
10 years to transform the future of humanity -- or destabilize the planet | Johan Rockström,https://www.youtube.com/watch?v=8Sl28fkrozE,315K views,4 years ago,
Europe's plan to become the first carbon-neutral continent | Ursula von der Leyen,https://www.youtube.com/watch?v=VHMYl70ibHQ,98K views,4 years ago,
Why is the world warming up? | Kristen Bell + Giant Ant,https://www.youtube.com/watch?v=g0Q5YeZ4YOA,168K views,4 years ago,
Why act now? | Kristen Bell + Giant Ant,https://www.youtube.com/watch?v=R4Y5wGJJ4oU,62K views,4 years ago,
Why is 1.5 degrees such a big deal? | Kristen Bell + Giant Ant,https://www.youtube.com/watch?v=FawSxPJsloQ,138K views,4 years ago,
What is net-zero? | Kristen Bell + Giant Ant,https://www.youtube.com/watch?v=QPmUAfuqM08,222K views,4 years ago,
Where does all the carbon we release go? | Kristen Bell + Giant Ant,https://www.youtube.com/watch?v=OtVlE9eJaDI&pp=0gcJCX4JAYcqIYzv,87K views,4 years ago,
Climate justice can't happen without racial justice | David Lammy,https://www.youtube.com/watch?v=EkIpeO1r0NI,89K views,4 years ago,
How cities are detoxing transportation | Monica Araya,https://www.youtube.com/watch?v=x1Efv_wF5LE&pp=0gcJCX4JAYcqIYzv,75K views,4 years ago,
His Holiness Pope Francis | Our moral imperative to act on climate change [Italian],https://www.youtube.com/watch?v=KHuwaKrHuR0,254K views,4 years ago,
Prince William | This decade calls for Earthshots to repair our planet,https://www.youtube.com/watch?v=3w6Ztmpm910,402K views,4 years ago,
The psychological traits that shape your political beliefs | Dannagal G. Young,https://www.youtube.com/watch?v=ZSJzPB4qrxU&pp=0gcJCX4JAYcqIYzv,112K views,4 years ago,
What role does luck play in your life? | Barry Schwartz,https://www.youtube.com/watch?v=nm75Fz6D5nA,185K views,4 years ago,
Why do we blame individuals for economic crises? | Liene Ozolina,https://www.youtube.com/watch?v=XcIwN_uZy3c,47K views,4 years ago,
You shouldn't have to choose between filling your prescriptions and paying bills | Kiah Williams,https://www.youtube.com/watch?v=ztivogVTp7s,39K views,4 years ago,
The psychology of inequality and political division | Keith Payne,https://www.youtube.com/watch?v=OsbV1_tA1oU,81K views,4 years ago,
"How to win an argument (at the US Supreme Court, or anywhere) | Neal Katyal",https://www.youtube.com/watch?v=VmLMMNhxZMU,272K views,4 years ago,
A lesson in turning adversaries into allies | Leah Garcés,https://www.youtube.com/watch?v=kmIZeEu-3CY,75K views,4 years ago,
What it takes to make change | Jacqueline Novogratz,https://www.youtube.com/watch?v=w7yXjle9XAk,52K views,4 years ago,
"Dear Facebook, this is how you're breaking democracy | Yael Eisenstat",https://www.youtube.com/watch?v=plmL343TOy4,115K views,4 years ago,
4 steps to ending extreme poverty | Shameran Abed,https://www.youtube.com/watch?v=Hu6s9GVgWkw,102K views,4 years ago,
Dignity isn't a privilege. It's a worker's right | Abigail Disney,https://www.youtube.com/watch?v=cdnkbxVmR70,51K views,4 years ago,
Why specializing early doesn't always mean career success | David Epstein,https://www.youtube.com/watch?v=B6lBtiQZSho,568K views,4 years ago,
How do daily habits lead to political violence? | Christiane-Marie Abu Sarah,https://www.youtube.com/watch?v=B1fkNcmDrlM,91K views,4 years ago,
What Saturn's most mysterious moon could teach us about the origins of life | Elizabeth Turtle,https://www.youtube.com/watch?v=bTsRTZ9hflk,78K views,4 years ago,
What it means to be intersex | Susannah Temko,https://www.youtube.com/watch?v=MB7nbvD8rQk,109K views,4 years ago,
The tyranny of merit | Michael Sandel,https://www.youtube.com/watch?v=Qewckuxa9hw,517K views,4 years ago,
How animals and plants are evolving in cities | Menno Schilthuizen,https://www.youtube.com/watch?v=YW1-7OFolJg,101K views,4 years ago,
"Big data, small farms and a tale of two tomatoes | Erin Baumgartner",https://www.youtube.com/watch?v=O4F40SsEFyY,94K views,4 years ago,
"Can we call it a ""world map"" if it's missing a billion people? | Rebecca Firth",https://www.youtube.com/watch?v=5K4kCUBFcO8,61K views,4 years ago,
Why we must stop dancing to the sound of our own oppression | Madame Gandhi,https://www.youtube.com/watch?v=k7i9uYruO3k,30K views,4 years ago,
